Training information

epoch, type, accuracy, MSE, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
0, train, 0.0, 0.49399430698759206, -1,0.0,-1,-1,0.0,0.0,-1,-1,-1,-1
0, val, 0.0, 0.49467037571117245, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1, train, 0.0, 0.4929280097710017, 0.0,0.0,-1,-1,-1,-1,0.0,-1,-1,0.0
1, val, 0.0, 0.48440976691707927, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2, train, 0.0, 0.4868805948942888, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2, val, 0.0, 0.48831510299919073, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3, train, 7.021978793624044e-05, 0.4839845619251328, 0.0,0.0,0.0,0.0,-1,-1,-1,0.0,1.0,0.0
3, val, 0.0, 0.4732938879966194, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4, train, 0.0, 0.4774405909385371, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4, val, 0.0, 0.5336595627641086, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5, train, 0.0, 0.46934852274550215, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5, val, 0.0, 0.46130595298481386, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6, train, 0.0, 0.4653065089009447, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6, val, 0.0, 0.4623398524058266, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7, train, 0.0, 0.4617312291305547, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7, val, 0.0, 0.45915822953054036, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8, train, 0.0, 0.4600821986808076, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8, val, 0.0, 0.45620938112201737, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9, train, 0.0, 0.45849676421233293, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9, val, 0.0, 0.45626197178613, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1
