Training information

epoch, type, accuracy, MSE, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
0, train, 0.4469632253359725, 0.10773950324309983, 1.0,1.0,0.99,0.99,1.0,0.99,1.0,1.0,0.99,0.98
0, val, 0.6625572678050812, 0.06229694845923759, 1.0,1.0,0.99,0.99,0.99,0.99,1.0,1.0,0.99,0.99
1, train, 0.6993020106261069, 0.052142997039352684, 1.0,1.0,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.99
1, val, 0.7023740108288213, 0.050991686386427766, 1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,0.99,0.99
2, train, 0.7568705073445151, 0.04028284124870612, 1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.99
2, val, 0.7846730528946272, 0.039054502586013375, 1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.99
3, train, 0.7897489321804355, 0.033348463644472144, 1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.99
3, val, 0.7923365264473137, 0.03756417954445952, 1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.98
4, train, 0.8125221377226794, 0.028936457760005134, 1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99
4, val, 0.8278217409412745, 0.03132972353521017, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
5, train, 0.8278362329409313, 0.0254698558579595, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
5, val, 0.804414827155352, 0.03338201024337455, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
6, train, 0.841545994374414, 0.022886118113940136, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
6, val, 0.8454810495626822, 0.028154868461938185, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
7, train, 0.8521929367642462, 0.020550824187026074, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7, val, 0.8401499375260308, 0.02767855351514634, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
8, train, 0.8585060943848317, 0.018862421043136762, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8, val, 0.8510620574760517, 0.026669982056641898, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
9, train, 0.8664652567975831, 0.0172578459960987, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9, val, 0.8580591420241566, 0.02586970310225411, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
10, train, 0.8750703198249817, 0.01573170733897873, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10, val, 0.8576426488962932, 0.026065302834418106, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0
