Training information

epoch, type, accuracy, MSE, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
0, train, 0.518699864569226, 0.10045037645932754, 1.0,1.0,0.99,0.98,0.99,0.99,1.0,0.99,0.99,0.98
0, val, 0.5812578092461474, 0.07793102660031476, 1.0,0.99,1.0,0.94,1.0,1.0,0.99,0.98,0.96,0.98
1, train, 0.7439733305552662, 0.04990156765099596, 1.0,1.0,0.99,0.99,0.99,0.99,1.0,0.99,0.99,0.99
1, val, 0.7434402332361516, 0.048605448089362985, 1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,0.98,0.99
2, train, 0.7973330555266174, 0.03817151290116184, 1.0,1.0,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.99
2, val, 0.8071636817992504, 0.036999285983822114, 1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.99
3, train, 0.8224190019793729, 0.031136418258188744, 1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.99
3, val, 0.8269887546855477, 0.035154833541307544, 1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.99
4, train, 0.842858631107407, 0.026660551900628115, 1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0
4, val, 0.8440649729279467, 0.032337869097435815, 1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,0.99,0.99
5, train, 0.8583810813626419, 0.023341363827883838, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
5, val, 0.8632236568096626, 0.029092025738785342, 1.0,0.99,1.0,0.99,0.99,0.99,1.0,1.0,1.0,0.99
6, train, 0.8713616001666841, 0.020691933187769372, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0
6, val, 0.863390254060808, 0.027286732941169758, 1.0,1.0,1.0,0.99,0.99,0.99,1.0,0.99,1.0,0.99
7, train, 0.8789040525054693, 0.01862102002562952, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7, val, 0.85847563515202, 0.029786920227707257, 1.0,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.99
8, train, 0.8876341285550579, 0.017001695833404357, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8, val, 0.8514785506039151, 0.03059169865641172, 1.0,1.0,0.99,0.98,0.99,1.0,1.0,1.0,1.0,0.99
9, train, 0.8952182519012397, 0.015681082917772718, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9, val, 0.868554768846314, 0.027185076224849013, 1.0,1.0,0.99,1.0,1.0,0.99,1.0,1.0,0.99,0.99
10, train, 0.8996978851963746, 0.014156026592329236, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10, val, 0.8827155351936693, 0.02523745757481816, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.99
11, train, 0.9064069173872278, 0.013005934482230636, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11, val, 0.8812161599333611, 0.025178893041077486, 1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
12, train, 0.9108240441712678, 0.012119929285844851, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12, val, 0.884881299458559, 0.02374450145274217, 1.0,0.99,1.0,0.99,0.99,0.99,1.0,1.0,1.0,0.99
13, train, 0.9150744869257215, 0.011200710239569365, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13, val, 0.8876301541024573, 0.025532772574076445, 1.0,0.99,1.0,0.99,0.99,0.99,1.0,0.99,1.0,0.99
14, train, 0.9201583498281071, 0.010332521341079797, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14, val, 0.8915451895043732, 0.023823100298821842, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.99
15, train, 0.9244087925825607, 0.00962576141199381, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15, val, 0.8923781757600999, 0.02406332045362578, 1.0,1.0,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.99
16, train, 0.9262214814043129, 0.008886201323395085, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16, val, 0.8854643898375677, 0.02569423333553793, 1.0,1.0,1.0,0.98,0.99,1.0,1.0,0.99,1.0,0.99
17, train, 0.9293884779664549, 0.008493575177875103, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17, val, 0.8920449812578093, 0.024865827423264587, 1.0,1.0,0.99,0.99,0.99,0.99,1.0,0.99,1.0,0.99
18, train, 0.9334097301802271, 0.007948753447976081, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18, val, 0.8953769262807164, 0.024651655266861104, 1.0,0.99,0.99,0.99,0.99,0.99,1.0,0.99,1.0,0.99
19, train, 0.9356391290759454, 0.007453233950728106, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19, val, 0.8973760932944607, 0.024056530884180992, 1.0,1.0,0.99,0.99,1.0,0.99,1.0,0.99,1.0,0.99
