Training information

epoch, type, accuracy, MSE, prec. label 0,prec. label 1,prec. label 2,prec. label 3,prec. label 4,prec. label 5,prec. label 6,prec. label 7,prec. label 8,prec. label 9
0, train, 0.6263777476820502, 0.0858621968264003, 1.0,1.0,0.99,0.98,0.99,0.98,1.0,0.99,0.99,0.98
0, val, 0.7123698458975427, 0.05674093294292003, 0.99,1.0,0.99,0.99,0.99,0.98,1.0,1.0,0.99,0.97
1, train, 0.7943119074903636, 0.04365505925792959, 1.0,1.0,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.98
1, val, 0.8014160766347356, 0.041984063174254675, 0.99,0.99,0.99,0.97,0.99,1.0,0.99,0.99,1.0,0.99
2, train, 0.8345452651317845, 0.03491507045872829, 1.0,1.0,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.99
2, val, 0.8181591003748439, 0.04046708051950026, 1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.98,0.98
3, train, 0.8540056255859986, 0.03020366241184981, 1.0,1.0,1.0,0.99,0.99,0.99,1.0,1.0,1.0,0.99
3, val, 0.8498125780924615, 0.03318943584639221, 1.0,1.0,0.99,0.98,0.99,1.0,1.0,1.0,0.99,0.99
4, train, 0.8679445775601625, 0.026798014971262312, 1.0,1.0,1.0,0.99,0.99,0.99,1.0,1.0,1.0,0.99
4, val, 0.8577259475218659, 0.031757657140163334, 1.0,1.0,0.99,0.99,0.99,1.0,1.0,1.0,0.99,0.99
5, train, 0.881300135430774, 0.024175519188387375, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
5, val, 0.8758017492711371, 0.030359241792032764, 1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,0.99,0.99
6, train, 0.8876966350661527, 0.022726171807901194, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
6, val, 0.8801332778009163, 0.030013863364415284, 1.0,1.0,0.99,0.99,1.0,0.99,1.0,0.99,1.0,0.98
7, train, 0.8956766329826024, 0.020870646886042274, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
7, val, 0.8823823406913786, 0.030480193839137023, 1.0,1.0,0.99,0.99,1.0,0.99,1.0,1.0,0.99,0.98
8, train, 0.9007188248775914, 0.019564775805709804, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
8, val, 0.8857975843398584, 0.029053290943561925, 0.99,0.99,0.99,0.99,1.0,0.99,1.0,0.99,0.99,0.98
9, train, 0.9058026877799771, 0.018412228555647146, 1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99
9, val, 0.892628071636818, 0.02813827659547784, 1.0,1.0,1.0,0.99,0.99,1.0,1.0,0.99,1.0,0.99
